filename	first_sentence	second_sentence	label
1-guideline.txt	40.The updated GL have also simplified the reporting of data breakdowns for money remittance and    PISPs and have as a result amended Data breakdowns G and H respectively. Finally, the EBA has    deleted the data breakdown on ‘reason for applying SCA’ while adding the category ‘card details    theft’ for card payments. Other changes are highlighted in the feedback table under Section 5.2    (Pages 54 to 134).	                                                                                                    10 FINAL REPORT ON FRAUD REPORTING GUIDELINES UNDER PSD2	0
1-guideline.txt	                                                                                                    10 FINAL REPORT ON FRAUD REPORTING GUIDELINES UNDER PSD2	4. Guidelines	0
1-guideline.txt	4. Guidelines	                                                        11 FINAL REPORT ON FRAUD REPORTING GUIDELINES UNDER PSD2	0
1-guideline.txt	                                                        11 FINAL REPORT ON FRAUD REPORTING GUIDELINES UNDER PSD2	 EBA/GL/2018/05	0
1-guideline.txt	 EBA/GL/2018/05	18 July 2018	0
1-guideline.txt	18 July 2018	Guidelines	0
1-guideline.txt	Guidelines	on reporting requirements for fraud data under Article 96(6) PSD2	1
1-guideline.txt	on reporting requirements for fraud data under Article 96(6) PSD2	Version of the guidelines updated on 20/12/2018 to reflect editorial changes applied to pages 15, 38, 40 and 41                                                                                12 FINAL REPORT ON FRAUD REPORTING GUIDELINES UNDER PSD2	0
1-guideline.txt	Version of the guidelines updated on 20/12/2018 to reflect editorial changes applied to pages 15, 38, 40 and 41                                                                                12 FINAL REPORT ON FRAUD REPORTING GUIDELINES UNDER PSD2	1. Compliance and reporting    obligations	0
1-guideline.txt	1. Compliance and reporting    obligations	Status of these Guidelines	0
1-guideline.txt	Status of these Guidelines	1. This document contains Guidelines issued pursuant to Article 16 of Regulation (EU) No    1093/2010 3. In accordance with Article 16(3) of Regulation (EU) No 1093/2010, competent    authorities and financial institutions must make every effort to comply with the Guidelines.	0
1-guideline.txt	1. This document contains Guidelines issued pursuant to Article 16 of Regulation (EU) No    1093/2010 3. In accordance with Article 16(3) of Regulation (EU) No 1093/2010, competent    authorities and financial institutions must make every effort to comply with the Guidelines.	2. Guidelines set out the EBA’s view of appropriate supervisory practices within the European    System of Financial Supervision or of how Union law should be applied in a particular area.    Competent authorities as defined in Article 4(2) of Regulation (EU) No 1093/2010 to whom    Guidelines apply should comply by incorporating them into their practices as appropriate (e.g.    by amending their legal framework or their supervisory processes), including where Guidelines    are directed primarily at institutions.	0
1-guideline.txt	2. Guidelines set out the EBA’s view of appropriate supervisory practices within the European    System of Financial Supervision or of how Union law should be applied in a particular area.    Competent authorities as defined in Article 4(2) of Regulation (EU) No 1093/2010 to whom    Guidelines apply should comply by incorporating them into their practices as appropriate (e.g.    by amending their legal framework or their supervisory processes), including where Guidelines    are directed primarily at institutions.	Reporting requirements	0
1-guideline.txt	Reporting requirements	3. According to Article 16(3) of Regulation (EU) No 1093/2010, competent authorities must notify    the EBA that they comply or intend to comply with these Guidelines or otherwise give reasons    for non-compliance, by ([dd.mm.yyyy]). In the absence of any notification by this deadline,    competent authorities will be considered by the EBA to be non-compliant. Notifications should    be sent by submitting the form available on the EBA website to compliance@eba.europa.eu    with the reference ‘EBA/GL/2018/05’. Notifications should be submitted by persons with    appropriate authority to report compliance on behalf of their competent authorities. Any    change in the status of compliance must also be reported to the EBA.	0
1-guideline.txt	3. According to Article 16(3) of Regulation (EU) No 1093/2010, competent authorities must notify    the EBA that they comply or intend to comply with these Guidelines or otherwise give reasons    for non-compliance, by ([dd.mm.yyyy]). In the absence of any notification by this deadline,    competent authorities will be considered by the EBA to be non-compliant. Notifications should    be sent by submitting the form available on the EBA website to compliance@eba.europa.eu    with the reference ‘EBA/GL/2018/05’. Notifications should be submitted by persons with    appropriate authority to report compliance on behalf of their competent authorities. Any    change in the status of compliance must also be reported to the EBA.	4. Notifications will be published on the EBA website, in line with Article 16(3).	0
1-guideline.txt	4. Notifications will be published on the EBA website, in line with Article 16(3).	3   Regulation (EU) No 1093/2010 of the European Parliament and of the Council of 24 November 2010 establishing a European Supervisory Authority (European Banking Authority), amending Decision No 716/2009/EC and repealing Commission Decision 2009/78/EC, (OJ L 331, 15.12.2010, p.12).                                                                                                                   13 FINAL REPORT ON FRAUD REPORTING GUIDELINES UNDER PSD2	0
1-guideline.txt	3   Regulation (EU) No 1093/2010 of the European Parliament and of the Council of 24 November 2010 establishing a European Supervisory Authority (European Banking Authority), amending Decision No 716/2009/EC and repealing Commission Decision 2009/78/EC, (OJ L 331, 15.12.2010, p.12).                                                                                                                   13 FINAL REPORT ON FRAUD REPORTING GUIDELINES UNDER PSD2	    2. Subject matter, scope and        definitions	0
1-guideline.txt	    2. Subject matter, scope and        definitions	Subject matter	0
1-guideline.txt	Subject matter	5. These Guidelines provide detail on statistical data on fraud related to different means of    payment that payment service providers have to report to their competent authorities, as well    as on the aggregated data that the competent authorities have to share with the EBA and the    ECB, in accordance with Article 96(6) of Directive (EU) 2015/2366 (PSD2).	0
1-guideline.txt	5. These Guidelines provide detail on statistical data on fraud related to different means of    payment that payment service providers have to report to their competent authorities, as well    as on the aggregated data that the competent authorities have to share with the EBA and the    ECB, in accordance with Article 96(6) of Directive (EU) 2015/2366 (PSD2).	Scope of application	0
1-guideline.txt	Scope of application	6. These Guidelines apply in relation to the reporting by payment service providers to competent    authorities of statistical data on fraud for payment transactions that have been initiated and    executed (including acquired where applicable), including the acquiring of payment    transactions for card payments, identified by reference to: (a) fraudulent payment transactions    data over a defined period of time and (b) payment transactions over the same defined period.	0
1-guideline.txt	6. These Guidelines apply in relation to the reporting by payment service providers to competent    authorities of statistical data on fraud for payment transactions that have been initiated and    executed (including acquired where applicable), including the acquiring of payment    transactions for card payments, identified by reference to: (a) fraudulent payment transactions    data over a defined period of time and (b) payment transactions over the same defined period.	7. Data reported under the credit transfers breakdown should include credit transfers performed    via automated teller machines with a credit transfer function. Credit transfers used to settle    outstanding balances of transactions using cards with a credit or delayed debit function should    also be included.	0
1-guideline.txt	7. Data reported under the credit transfers breakdown should include credit transfers performed    via automated teller machines with a credit transfer function. Credit transfers used to settle    outstanding balances of transactions using cards with a credit or delayed debit function should    also be included.	8. Data reported under the direct debit breakdown should include direct debits used to settle    outstanding balances of transactions using cards with a credit or delayed debit function.	0
1-guideline.txt	8. Data reported under the direct debit breakdown should include direct debits used to settle    outstanding balances of transactions using cards with a credit or delayed debit function.	9. Data reported under the card payments breakdowns should include data on all payment    transactions by means of payment cards (electronic and non-electronic). Payments with cards    with an e-money function only (e.g. prepaid cards) should not be included in card payments    but be reported as e-money.	0
1-guideline.txt	9. Data reported under the card payments breakdowns should include data on all payment    transactions by means of payment cards (electronic and non-electronic). Payments with cards    with an e-money function only (e.g. prepaid cards) should not be included in card payments    but be reported as e-money.	10. These Guidelines also set out how competent authorities should aggregate the data mentioned     in paragraph 6 that shall be provided to the ECB and the EBA in accordance with Article 96(6)     PSD2.	0
1-guideline.txt	10. These Guidelines also set out how competent authorities should aggregate the data mentioned     in paragraph 6 that shall be provided to the ECB and the EBA in accordance with Article 96(6)     PSD2.	11. The Guidelines are subject to the principle of proportionality, which means that all payment     service providers within the scope of the Guidelines are required to be compliant with each     Guideline, but the precise requirements, including on frequency of reporting, may differ     between payment service providers, depending on the payment instrument used, the type of     services provided or the size of the payment service provider.	0
1-guideline.txt	11. The Guidelines are subject to the principle of proportionality, which means that all payment     service providers within the scope of the Guidelines are required to be compliant with each     Guideline, but the precise requirements, including on frequency of reporting, may differ     between payment service providers, depending on the payment instrument used, the type of     services provided or the size of the payment service provider.	                                                                                               14 FINAL REPORT ON FRAUD REPORTING GUIDELINES UNDER PSD2	0
1-guideline.txt	                                                                                               14 FINAL REPORT ON FRAUD REPORTING GUIDELINES UNDER PSD2	Addressees	0
1-guideline.txt	Addressees	12. These Guidelines are addressed to:	0
1-guideline.txt	12. These Guidelines are addressed to:	    •   payment service providers as defined in Article 4(11) of Directive (EU) 2015/2366 (PSD2)         and as referred to in the definition of ‘financial institutions’ in Article 4(1) of Regulation         (EU) No 1093/2010, except account information service providers, and to	1
1-guideline.txt	    •   payment service providers as defined in Article 4(11) of Directive (EU) 2015/2366 (PSD2)         and as referred to in the definition of ‘financial institutions’ in Article 4(1) of Regulation         (EU) No 1093/2010, except account information service providers, and to	    •   competent authorities as defined in point (i) of Article 4(2) of Regulation (EU) No         1093/2010.	1
1-guideline.txt	    •   competent authorities as defined in point (i) of Article 4(2) of Regulation (EU) No         1093/2010.	Definitions	0
1-guideline.txt	Definitions	13. Unless otherwise specified, terms used and defined in Regulation (EU) 2015/751 of the     European Parliament and of the Council of 29 April 2015 on interchange fees for card-based     payment transactions, in Regulation (EU) No 260/2012 of the European Parliament and of the     Council establishing technical and business requirements for credit transfers and direct debit     in euro, in Directive (EU) 2015/2366 of 25 November 2015 on payment services in the internal     market and in Directive 2009/110/EC of the European Parliament and of the Council on the     taking up, pursuit and prudential supervision of the business of electronic money institutions     have the same meaning in these Guidelines.	0
1-guideline.txt	13. Unless otherwise specified, terms used and defined in Regulation (EU) 2015/751 of the     European Parliament and of the Council of 29 April 2015 on interchange fees for card-based     payment transactions, in Regulation (EU) No 260/2012 of the European Parliament and of the     Council establishing technical and business requirements for credit transfers and direct debit     in euro, in Directive (EU) 2015/2366 of 25 November 2015 on payment services in the internal     market and in Directive 2009/110/EC of the European Parliament and of the Council on the     taking up, pursuit and prudential supervision of the business of electronic money institutions     have the same meaning in these Guidelines.	Date of application	0
1-guideline.txt	Date of application	14. These Guidelines apply from 1 January 2019, with the exception of the reporting of data related     to the exemptions to the requirement to use strong customer authentication provided for in     Commission Delegated Regulation (EU) 2018/389 supplementing Directive (EU) 2015/2366 of     the European Parliament and of the Council with regard to regulatory technical standards for     strong customer authentication and common and secure open standards of communication,     which will be applicable from 14 September 2019. The data relating to these exemptions are     detailed in Annex 2 in Data Breakdowns A (1.3.1.2.4 to 1.3.1.2.9 and 1.3.2.2.4 to 1.3.2.2.8), C     (3.2.1.3.4 to 3.2.1.3.8 and 3.2.2.3.4 to 3.2.2.3.7), D (4.2.1.3.4 to 4.2.1.3.6 and 4.2.2.3.4     to 4.2.2.3.6) and F (6.1.2.4 to 6.1.2.9 and 6.2.2.4 to 6.2.2.7)..	0
1-guideline.txt	14. These Guidelines apply from 1 January 2019, with the exception of the reporting of data related     to the exemptions to the requirement to use strong customer authentication provided for in     Commission Delegated Regulation (EU) 2018/389 supplementing Directive (EU) 2015/2366 of     the European Parliament and of the Council with regard to regulatory technical standards for     strong customer authentication and common and secure open standards of communication,     which will be applicable from 14 September 2019. The data relating to these exemptions are     detailed in Annex 2 in Data Breakdowns A (1.3.1.2.4 to 1.3.1.2.9 and 1.3.2.2.4 to 1.3.2.2.8), C     (3.2.1.3.4 to 3.2.1.3.8 and 3.2.2.3.4 to 3.2.2.3.7), D (4.2.1.3.4 to 4.2.1.3.6 and 4.2.2.3.4     to 4.2.2.3.6) and F (6.1.2.4 to 6.1.2.9 and 6.2.2.4 to 6.2.2.7)..	                                                                                                   15 FINAL REPORT ON FRAUD REPORTING GUIDELINES UNDER PSD2	0
1-guideline.txt	                                                                                                   15 FINAL REPORT ON FRAUD REPORTING GUIDELINES UNDER PSD2	3.1 Guidelines on fraud data reporting     applicable to Payment Service     Providers	0
1-guideline.txt	3.1 Guidelines on fraud data reporting     applicable to Payment Service     Providers	Guideline 1: Payment transactions and fraudulent payment              transactions	0
1-guideline.txt	Guideline 1: Payment transactions and fraudulent payment              transactions	1.1.   For the purposes of reporting statistical data on fraud in accordance with these Guidelines,        the payment service provider should report for each reporting period:	0
1-guideline.txt	1.1.   For the purposes of reporting statistical data on fraud in accordance with these Guidelines,        the payment service provider should report for each reporting period:	a.   unauthorised payment transactions made, including as a result of the loss, theft or                  misappropriation of sensitive payment data or a payment instrument, whether                  detectable or not to the payer prior to a payment and whether or not caused by                  gross negligence of the payer or executed in the absence of consent by the payer                  (‘unauthorised payment transactions’); and	1
1-guideline.txt	a.   unauthorised payment transactions made, including as a result of the loss, theft or                  misappropriation of sensitive payment data or a payment instrument, whether                  detectable or not to the payer prior to a payment and whether or not caused by                  gross negligence of the payer or executed in the absence of consent by the payer                  (‘unauthorised payment transactions’); and	b.   payment transactions made as a result of the payer being manipulated by the                  fraudster to issue a payment order, or to give the instruction to do so to the                  payment service provider, in good-faith, to a payment account it believes belongs                  to a legitimate payee (‘manipulation of the payer’).	1
1-guideline.txt	b.   payment transactions made as a result of the payer being manipulated by the                  fraudster to issue a payment order, or to give the instruction to do so to the                  payment service provider, in good-faith, to a payment account it believes belongs                  to a legitimate payee (‘manipulation of the payer’).	1.2.   For the purposes of Guideline 1.1, the payment service provider (including the payment        instrument issuer where applicable) should report only payment transactions that have been        initiated and executed (including acquired where applicable). The payment service provider        should not report data on payment transactions that, however linked to any of the        circumstances referred to in Guideline 1.1, have not been executed and have not resulted in        a transfer of funds in accordance with PSD2 provisions.	0
1-guideline.txt	1.2.   For the purposes of Guideline 1.1, the payment service provider (including the payment        instrument issuer where applicable) should report only payment transactions that have been        initiated and executed (including acquired where applicable). The payment service provider        should not report data on payment transactions that, however linked to any of the        circumstances referred to in Guideline 1.1, have not been executed and have not resulted in        a transfer of funds in accordance with PSD2 provisions.	1.3.   In the case of money remittance services where funds were transferred from a payer’s        payment service provider to a payer’s money remitter payment service provider (as part of        a money remittance payment transaction), it is the payer’s payment service provider, rather        than the money remitter payment service provider, who should report the payment        transactions from the payer’s payment service provider to the money remitter. Such        transactions should not be reported by the payment service provider of the beneficiary of        the money remittance payment transaction.	0
1-guideline.txt	1.3.   In the case of money remittance services where funds were transferred from a payer’s        payment service provider to a payer’s money remitter payment service provider (as part of        a money remittance payment transaction), it is the payer’s payment service provider, rather        than the money remitter payment service provider, who should report the payment        transactions from the payer’s payment service provider to the money remitter. Such        transactions should not be reported by the payment service provider of the beneficiary of        the money remittance payment transaction.	1.4.   Transactions and fraudulent transactions where funds have been transferred by a money        remitter payment service provider from its accounts to a beneficiary account, including        through arrangements offsetting the value of multiple transactions (netting arrangements),        should be reported by the money remitter payment service provider in accordance with Data        Breakdown G in Annex 2.	0
1-guideline.txt	1.4.   Transactions and fraudulent transactions where funds have been transferred by a money        remitter payment service provider from its accounts to a beneficiary account, including        through arrangements offsetting the value of multiple transactions (netting arrangements),        should be reported by the money remitter payment service provider in accordance with Data        Breakdown G in Annex 2.	                                                                                                 16 FINAL REPORT ON FRAUD REPORTING GUIDELINES UNDER PSD2	0
1-guideline.txt	                                                                                                 16 FINAL REPORT ON FRAUD REPORTING GUIDELINES UNDER PSD2	1.5.   Transactions and fraudulent transactions where e-money has been transferred by an emoney provider to a beneficiary account, including where the payer's payment service        provider is identical to the payee's payment service provider, should be reported by the emoney provider in accordance with Data Breakdown F in Annex 2. Where the payment        service providers are different, payment is only reported by the payer’s payment service        provider to avoid double counting.	0
1-guideline.txt	1.5.   Transactions and fraudulent transactions where e-money has been transferred by an emoney provider to a beneficiary account, including where the payer's payment service        provider is identical to the payee's payment service provider, should be reported by the emoney provider in accordance with Data Breakdown F in Annex 2. Where the payment        service providers are different, payment is only reported by the payer’s payment service        provider to avoid double counting.	1.6.   Payment service providers should report all payment transactions and fraudulent payment        transactions in accordance with the following:	0
1-guideline.txt	1.6.   Payment service providers should report all payment transactions and fraudulent payment        transactions in accordance with the following:	a. ‘Total fraudulent payment transactions’ refer to all transactions mentioned in            Guideline 1.1, regardless of whether the amount of the fraudulent payment transaction            has been recovered.	1
1-guideline.txt	a. ‘Total fraudulent payment transactions’ refer to all transactions mentioned in            Guideline 1.1, regardless of whether the amount of the fraudulent payment transaction            has been recovered.	b. ‘Losses due to fraud per liability bearer‘ refers to the losses by the reporting payment            service provider, its payment service user or others, reflecting the actual impact of            fraud on a cash flow basis. Since the registering of financial losses borne may be            disassociated time-wise from the actual fraudulent transactions and in order to avoid            revisions of reported data purely due to this immanent time lag, the final fraud losses            should be reported in the period when they are recorded in the payment service            provider’s books. The final fraud loss figures should not take into account refunds by            insurance agencies because they are not related to fraud prevention for the purposes            of PSD2.	1
1-guideline.txt	b. ‘Losses due to fraud per liability bearer‘ refers to the losses by the reporting payment            service provider, its payment service user or others, reflecting the actual impact of            fraud on a cash flow basis. Since the registering of financial losses borne may be            disassociated time-wise from the actual fraudulent transactions and in order to avoid            revisions of reported data purely due to this immanent time lag, the final fraud losses            should be reported in the period when they are recorded in the payment service            provider’s books. The final fraud loss figures should not take into account refunds by            insurance agencies because they are not related to fraud prevention for the purposes            of PSD2.	c. ‘Modification of a payment order by the fraudster’ is a type of unauthorised transaction            as defined in Guideline 1.1(a) and refers to a situation where the fraudster intercepts            and modifies a legitimate payment order at some point during the electronic            communication between the payer’s device and the payment service provider (for            instance through malware or attacks allowing attackers to eavesdrop on the            communication between two legitimately communicating hosts (man-in-the middle            attacks)) or modifies the payment instruction in the payment service provider’s system            before the payment order is cleared and settled.	1
1-guideline.txt	c. ‘Modification of a payment order by the fraudster’ is a type of unauthorised transaction            as defined in Guideline 1.1(a) and refers to a situation where the fraudster intercepts            and modifies a legitimate payment order at some point during the electronic            communication between the payer’s device and the payment service provider (for            instance through malware or attacks allowing attackers to eavesdrop on the            communication between two legitimately communicating hosts (man-in-the middle            attacks)) or modifies the payment instruction in the payment service provider’s system            before the payment order is cleared and settled.	d. ‘Issuance of a payment order by the fraudster’ is a type of unauthorised transaction as            defined in Guideline 1.1(a) and refers to a situation where a fake payment order is            issued by the fraudster after having obtained the payer/payee's sensitive payment data            through fraudulent means.	1
1-guideline.txt	d. ‘Issuance of a payment order by the fraudster’ is a type of unauthorised transaction as            defined in Guideline 1.1(a) and refers to a situation where a fake payment order is            issued by the fraudster after having obtained the payer/payee's sensitive payment data            through fraudulent means.	Guideline 2: General data requirements	0
1-guideline.txt	Guideline 2: General data requirements	2.1.   The payment service provider should report statistical information on:	0
1-guideline.txt	2.1.   The payment service provider should report statistical information on:	a. total payment transactions in line with the different breakdowns in Annex 2 and in            accordance with Guideline 1; and	1
1-guideline.txt	a. total payment transactions in line with the different breakdowns in Annex 2 and in            accordance with Guideline 1; and	        b. total fraudulent payment transactions in line with the different breakdowns in Annex	1
1-guideline.txt	        b. total fraudulent payment transactions in line with the different breakdowns in Annex	2 and as defined in Guideline 1.6(a).	0
1-guideline.txt	2 and as defined in Guideline 1.6(a).	2.2.   The payment service provider should report the statistical information specified in Guideline	1
1-guideline.txt	2.2.   The payment service provider should report the statistical information specified in Guideline	2.1 in terms of both volume (i.e. number of transactions or fraudulent transactions) and value        (i.e. amount of transactions or fraudulent transactions). They should report volumes and        values in actual units, with two decimals for values.	1
1-guideline.txt	2.1 in terms of both volume (i.e. number of transactions or fraudulent transactions) and value        (i.e. amount of transactions or fraudulent transactions). They should report volumes and        values in actual units, with two decimals for values.	2.3.   A payment service provider authorised, or a branch established, in a Member State of the        euro area should report the values in euro currency, whereas a payment service provider        authorised, or a branch established, in a Member State not participating in the euro area        should report in the currency of that Member State. The reporting payment service providers        should convert data for values of transactions or fraudulent transactions denominated in a        currency other than the euro currency or the relevant Member State’s official currency into        the currency they should report in, using the relevant exchange rates applied to these        transactions or the average ECB reference exchange rate for the applicable reporting period.	0
1-guideline.txt	4.7 ‘Cross-border payment transactions outside the EEA’ refer to payment transactions initiated by     a payer, or by or through a payee, where either the payer’s or the payee’s payment service     provider is located outside the EEA while the other is located within the EEA.	4.8 A payment service provider offering payment initiation services should report the executed     payment transactions it initiated and the executed fraudulent transactions it initiated in     accordance with the following:	0
1-guideline.txt	4.8 A payment service provider offering payment initiation services should report the executed     payment transactions it initiated and the executed fraudulent transactions it initiated in     accordance with the following:	a. ‘Domestic payment transactions’ refer to payment transactions, where the                  payment initiation service provider and the account servicing payment service                  provider are located in the same Member State;	1
1-guideline.txt	a. ‘Domestic payment transactions’ refer to payment transactions, where the                  payment initiation service provider and the account servicing payment service                  provider are located in the same Member State;	b. ‘Cross-border payment transactions within the EEA’ refer to payment                  transactions, where the payment initiation service provider and the account                  servicing payment service provider are located in different Member States;	1
1-guideline.txt	b. ‘Cross-border payment transactions within the EEA’ refer to payment                  transactions, where the payment initiation service provider and the account                  servicing payment service provider are located in different Member States;	c. ‘Cross-border payment transactions outside the EEA’ refer to payment                  transactions, where the payment initiation service provider is within the EEA and                  the account servicing payment service provider is located outside the EEA.	1
1-guideline.txt	c. ‘Cross-border payment transactions outside the EEA’ refer to payment                  transactions, where the payment initiation service provider is within the EEA and                  the account servicing payment service provider is located outside the EEA.	Guideline 5: Reporting to the competent authority	0
1-guideline.txt	Guideline 5: Reporting to the competent authority	5.1.   The payment service provider shall report to the competent authority of the home Member        State.	0
1-guideline.txt	5.1.   The payment service provider shall report to the competent authority of the home Member        State.	5.2.   The payment service provider should record data from all its agents, providing payment        services in the EEA and aggregate these data with the rest of the data before reporting to the        home competent authority. When doing so, the location of the agent is irrelevant for        determining the geographical perspective.	0
1-guideline.txt	5.2.   The payment service provider should record data from all its agents, providing payment        services in the EEA and aggregate these data with the rest of the data before reporting to the        home competent authority. When doing so, the location of the agent is irrelevant for        determining the geographical perspective.	5.3.   Within the framework of the monitoring and reporting set out in Article 29(2) PSD2 and in        Article 40 of Directive 2013/36/EU of the European Parliament and of the Council on access        to the activity of credit institutions and the prudential supervision of credit institutions and        investment firms, an established branch of an EEA’s payment service provider should report        to the competent authority of the host Member State where it is established, separately from        the reporting data of the payment service provider in the home Member State.                                                                                                     20 FINAL REPORT ON FRAUD REPORTING GUIDELINES UNDER PSD2	0
1-guideline.txt	5.3.   Within the framework of the monitoring and reporting set out in Article 29(2) PSD2 and in        Article 40 of Directive 2013/36/EU of the European Parliament and of the Council on access        to the activity of credit institutions and the prudential supervision of credit institutions and        investment firms, an established branch of an EEA’s payment service provider should report        to the competent authority of the host Member State where it is established, separately from        the reporting data of the payment service provider in the home Member State.                                                                                                     20 FINAL REPORT ON FRAUD REPORTING GUIDELINES UNDER PSD2	5.4.   When reporting data to the corresponding competent authority, a payment service provider        should mention the identification details mentioned in Annex 1.	0
1-guideline.txt	5.4.   When reporting data to the corresponding competent authority, a payment service provider        should mention the identification details mentioned in Annex 1.	Guideline 6: Recording/reference dates	0
1-guideline.txt	Guideline 6: Recording/reference dates	6.1    The date to be considered by payment service providers for recording payment transactions        and fraudulent payment transactions for the purpose of this statistical reporting is the day        the transaction has been executed in accordance with PSD2. In the case of a series of        transactions, the date recorded should be the date when each individual payment        transaction was executed.	0
1-guideline.txt	6.1    The date to be considered by payment service providers for recording payment transactions        and fraudulent payment transactions for the purpose of this statistical reporting is the day        the transaction has been executed in accordance with PSD2. In the case of a series of        transactions, the date recorded should be the date when each individual payment        transaction was executed.	6.2    The payment service provider should report all fraudulent payment transactions from the        time fraud has been detected, such as through a customer complaint or other means,        regardless of whether or not the case related to the fraudulent payment transaction has been        closed by the time the data are reported.	0
1-guideline.txt	6.2    The payment service provider should report all fraudulent payment transactions from the        time fraud has been detected, such as through a customer complaint or other means,        regardless of whether or not the case related to the fraudulent payment transaction has been        closed by the time the data are reported.	6.3    The payment service provider should report all adjustments to the data referring to any past        reporting period at least up to one year old during the next reporting window after the        information necessitating the adjustments is discovered. It should indicate that the data        reported are revised figures applicable to the past period and should report this revision        according to the methodology established by the relevant competent authority.	0
1-guideline.txt	6.3    The payment service provider should report all adjustments to the data referring to any past        reporting period at least up to one year old during the next reporting window after the        information necessitating the adjustments is discovered. It should indicate that the data        reported are revised figures applicable to the past period and should report this revision        according to the methodology established by the relevant competent authority.	Guideline 7: Data breakdown	0
1-guideline.txt	Guideline 7: Data breakdown	7.1    For e-money payment transactions as defined in Directive 2009/110/EC, the payment service        provider should provide data in accordance with Data Breakdown F in Annex 2.	0
1-guideline.txt	7.1    For e-money payment transactions as defined in Directive 2009/110/EC, the payment service        provider should provide data in accordance with Data Breakdown F in Annex 2.	7.2    When providing data on e-money transactions, the payment service provider should include        e-money payment transactions	0
1-guideline.txt	7.2    When providing data on e-money transactions, the payment service provider should include        e-money payment transactions	a.   where the payer’s PSP is identical to the payee’s PSP, or	1
1-guideline.txt	a.   where the payer’s PSP is identical to the payee’s PSP, or	b.   where a card with an e-money functionality is used.	1
1-guideline.txt	b.   where a card with an e-money functionality is used.	7.3    The payment service provider for the purpose of e-money payment transactions should        report data on volumes and values of all payment transactions, as well as volumes and values        of fraudulent payment transactions, with the following breakdowns:	0
1-guideline.txt	7.3    The payment service provider for the purpose of e-money payment transactions should        report data on volumes and values of all payment transactions, as well as volumes and values        of fraudulent payment transactions, with the following breakdowns:	a.        geographical perspective,	1
1-guideline.txt	a.        geographical perspective,	b.         payment channel,	1
1-guideline.txt	b.         payment channel,	c.        authentication method,	1
1-guideline.txt	c.        authentication method,	d.         reason for not applying strong customer authentication (referring to the                     exemptions to strong customer authentication detailed in chapter 3 of the                     Regulatory technical standards on strong customer authentication and common                     and secure communication, Commission Delegated Regulation (EU) 2018/389), and	1
1-guideline.txt	d.         reason for not applying strong customer authentication (referring to the                     exemptions to strong customer authentication detailed in chapter 3 of the                     Regulatory technical standards on strong customer authentication and common                     and secure communication, Commission Delegated Regulation (EU) 2018/389), and	          e.     fraud types.	1
1-guideline.txt	          e.     fraud types.	7.4   For money remittance services, the payment service provider should provide data in       accordance with Data Breakdown G in Annex 2 and as specified in Guideline 1.3. The payment       service provider offering these services should report data on volumes and values of all       payment transactions and fraudulent payment transactions in Guideline 2.1 with the       geographical perspective.	0
1-guideline.txt	7.4   For money remittance services, the payment service provider should provide data in       accordance with Data Breakdown G in Annex 2 and as specified in Guideline 1.3. The payment       service provider offering these services should report data on volumes and values of all       payment transactions and fraudulent payment transactions in Guideline 2.1 with the       geographical perspective.	7.5   When providing provides payment initiation services, the payment service provider should       provide data in accordance with Data Breakdown H in Annex 2. The payment service provider       should report the executed payment transactions it initiated and the executed fraudulent       transactions it initiated, both by volume and value.	0
1-guideline.txt	7.5   When providing provides payment initiation services, the payment service provider should       provide data in accordance with Data Breakdown H in Annex 2. The payment service provider       should report the executed payment transactions it initiated and the executed fraudulent       transactions it initiated, both by volume and value.	7.6   For those payment transactions that qualify for Data Breakdown H in Annex 2, the payment       service provider offering payment initiation services should record and report data on       volumes and values with the following breakdowns:	0
1-guideline.txt	7.6   For those payment transactions that qualify for Data Breakdown H in Annex 2, the payment       service provider offering payment initiation services should record and report data on       volumes and values with the following breakdowns:	a.   geographical perspective,	1
1-guideline.txt	a.   geographical perspective,	b.   payment instrument,	1
1-guideline.txt	b.   payment instrument,	c.   payment channel, and	1
1-guideline.txt	c.   payment channel, and	d.   authentication method.	1
1-guideline.txt	d.   authentication method.	7.7   A payment service provider that does not manage the account of the payment service user       but issues and executes card-based payments (a card-based payment instrument issuer)       should provide data on volumes and values, in accordance with Data Breakdown C and/or E       in Annex 2. When such data are provided, the account service payment service provider       should ensure that no double-reporting of such transactions occur.	0
1-guideline.txt	7.7   A payment service provider that does not manage the account of the payment service user       but issues and executes card-based payments (a card-based payment instrument issuer)       should provide data on volumes and values, in accordance with Data Breakdown C and/or E       in Annex 2. When such data are provided, the account service payment service provider       should ensure that no double-reporting of such transactions occur.	7.8   The payment service provider offering credit transfer and card based payment services       should provide data in accordance with Data Breakdowns A, C and/or D in Annex 2,       depending on the payment instrument used for a given payment transaction and on the role       of the payment service provider. The data include:	0
1-guideline.txt	7.8   The payment service provider offering credit transfer and card based payment services       should provide data in accordance with Data Breakdowns A, C and/or D in Annex 2,       depending on the payment instrument used for a given payment transaction and on the role       of the payment service provider. The data include:	            a.   geographical perspective,	1
1-guideline.txt	            a.   geographical perspective,	            b.   payment channel,	1
1-guideline.txt	            b.   payment channel,	            c.   authentication method,	1
1-guideline.txt	            c.   authentication method,	            d.   reason for not applying strong customer authentication (referring to exemptions                  to strong customer authentication detailed in chapter 3 of the RTS on SCA and                  CSC),	1
